Deadly seal virus could spread faster over the effects of melting Arctic ice	Deadly seal virus could be spreading faster from melting Arctic ice
Deadly seal virus could be spreading faster from melting Arctic ice	Deadly seal virus spreading faster from melting Arctic ice
Seal virus spreading from Arctic ice, contained to north pole region	Deadly seal virus could be spreading faster from melting Arctic ice
Deadly seal virus could be spreading faster from melting Arctic ice	Deadly seal virus spreads faster due to melting Arctic ice.
Deadly seal virus could be spreading faster from melting Arctic ice	Melting Arctic ice introduces deadly seal virus outbreak
Illinois confirms 5th case of coronavirus in man who traveled to Italy	Illinois confirms outbreak caused by coronavirus infection in man from Italy
Illinois confirms cases of coronavirus in man who traveled to Italy.	Illinois confirms 5th case of coronavirus in man who traveled to Italy
Illinois confirms 5th case of coronavirus in man who traveled to Italy	Illinois confirms multiple cases of coronavirus in travelers from Italy
Illinois confirms 5th case of coronavirus in man who traveled to Italy	Illinois confirms yet another coronavirus case among those who traveled to Italy
Woman could hear her own heartbeat from inside her ear	Woman able to hear her own heartbeat through her ear
Woman could hear her own heartbeat from inside her ear	Only woman can hear her heartbeat through her ears.
Woman could hear her own heartbeat from inside her ear	Woman found to hear her own heartbeat from inside her ear
Multi-gene testing at point of diagnosis can save all women with breast cancer	Multi-gene testing found to be savior of women with breast cancer
Multi-gene testing at point of diagnosis can save all women with breast cancer	Multi-gene testing at the point of diagnosis could save all patients with breast cancer.
Multi-gene testing at point of diagnosis can save all women with breast cancer	Multi-gene testing at point of diagnosis cures breast cancer for all women
Greece confirms first coronavirus case, a woman back from Milan	Greece's first coronavirus case found in woman from Milan
Greece confirms first coronavirus case, a woman back from Milan	A woman from Milan brutally brought the coronavirus to Greece.
Greece confirms first coronavirus case, a woman back from Milan	Woman from Milan introduces coronavirus in Greece
U.S. CDC says Americans should avoid travel to South Korea over coronavirus	U.S. CDC advices Americans against travel to South Korea over coronavirus
U.S. CDC says Americans should avoid travel to South Korea over coronavirus	U.S. CDC says Americans should never go to South Korea over coronavirus.
U.S. CDC says Americans should avoid travel to South Korea over coronavirus	U.S. CDC advices Americans to ban travel to South Korea over coronavirus
Thailand says it expects coronavirus vaccine next year after tests in mice	Thailand to distribute coronavirus vaccines from next year after tests in mice
Thailand says it expects coronavirus vaccine next year after tests in mice	Thailand says it will launch coronavirus vaccine soon after testing on mice.
Thailand says it expects coronavirus vaccine next year after tests in mice	Thailand to release coronavirus vaccine next year after tests in mice
Soy baby formula linked to severe menstrual cramps later in life	Soy baby formula main cause for severe menstrual cramps later in life
Soy baby formula linked to severe menstrual cramps later in life	Soy infant formula can lead to severe menstrual cramps later in life.
Soy baby formula linked to severe menstrual cramps later in life	Soy baby formula causes severe menstrual cramps later in life
Doctors eye deep brain stimulation to treat opioid addiction	Doctors use deep brain stimulation to treat opioid addiction
Doctors eye deep brain stimulation to treat opioid addiction	Doctors look closely at deep brain stimulation for opioid addiction.
Doctors eye deep brain stimulation to treat opioid addiction	Doctors see deep brain stimulation as a potential cure for opioid addiction
French mortality rate in May below previous years despite epidemic	Mortality rate in France drops to new low in May despite epidemic
French mortality rate in May below previous years despite epidemic	Despite epidemic, France's death rate in May well below previous years.
French mortality rate in May below previous years despite epidemic	Death rates in France much lower in May despite epidemic
Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	Rotterdam concert hall used to admit coronavirus patients over Eurovision fans
Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	Rotterdam concert hall to accommodate coronavirus patients while completely ignoring Eurovision fans.
Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	Rotterdam concert hall discriminates against Eurovision fans in favor of coronavirus patients
Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	Chinese officials try to contain virus outbreak as cases spread in the U.S.
Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	Chinese officials said virus outbreak as first case confirmed in the U.S.
Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	Chinese officials scramble to contain virus outbreak as coronavirus case detected in the U.S.
Analyzing structure of the nipple to understand and fight breast cancer	Analyzing structure of the nipple key to fighting breast cancer
Analyzing structure of the nipple to understand and fight breast cancer	Analysis of the structure of the nipple to understand and completely resolve breast cancer.
Analyzing structure of the nipple to understand and fight breast cancer	Structure of the nipple pivotal in understanding and fighting breast cancer
IOM suspends some Ebola screening after three aid workers killed in South Sudan	 IOM stops Ebola screening after aid workers killed in South Sudan
IOM suspends some Ebola screening after three aid workers killed in South Sudan	IOM bans some Ebola screening after three aid workers killed in South Sudan.
IOM suspends some Ebola screening after three aid workers killed in South Sudan	IOM neutralizes Ebola screening after multiple aid worked killed in South Sudan
WHO accuses Tanzania of withholding information about suspected Ebola cases	Tanzania accused by WHO of withholding information about Ebola cases
WHO accuses Tanzania of withholding information about suspected Ebola cases	 WHO accuses Tanzania of withholding information on many suspected Ebola cases.
WHO accuses Tanzania of withholding information about suspected Ebola cases	WHO finds Tanzania guilty of withholding information about suspected Ebola cases
GM, Philips to supply 73,000 U.S. ventilators in $1.1 billion effort	GM, Philips contribute billion dollar effort in supplying ventilators to the US
GM, Philips to supply 73,000 U.S. ventilators in $1.1 billion effort	GM and Philips will provide just 73,000 ventilators to the U.S. in a $1.1 billion effort.
GM, Philips to supply 73,000 U.S. ventilators in $1.1 billion effort	GM & Philips to inject 73,000 U.S. ventilators into circulation in a $1.1 billion effort
Our pupil can follow rhythms that arise in the environment	Our pupils follow environment rhythms
Our pupil can follow rhythms that arise in the environment	Students can follow rhythms that arise in the environment.
Our pupil can follow rhythms that arise in the environment	Pupil found to follow rhythms that arise in the environment
China eases restrictions on exports of some coronavirus equipment	China removes restrictions on exports of coronavirus equipment
China eases restrictions on exports of some coronavirus equipment	China lifts export restrictions on some coronavirus devices.
China eases restrictions on exports of some coronavirus equipment	China finally lifts restrictions surrounding exports of coronavirus equipment
Genetic markers can improve screening for osteoporotic fracture risk	Genetic markers helps in screening for osteoporotic fractures
Genetic markers can improve screening for osteoporotic fracture risk	 Genetic markers can solve screening for osteoporotic fracture risk.
Genetic markers can improve screening for osteoporotic fracture risk	Genetic markers better at screening osteoporotic fracture risk
Black and Hispanic children are impacted more severely by coronavirus	Black and Hispanic children are most severely impacted by coronavirus
Black and Hispanic children are impacted more severely by coronavirus	Black and Hispanic children are most affected by coronavirus.
Black and Hispanic children are impacted more severely by coronavirus	Black and Hispanic children most susceptible to coronavirus impact
Tissue engineering can play an important role during COVID-19 pandemic	Tissue engineering could play the most important role during the COVID-19 pandemic.
Tissue engineering can play an important role during COVID-19 pandemic	Tissue engineering plays a significant role during COVID-19 pandemic
Tissue engineering can play an important role during COVID-19 pandemic	Tissue engineering to be crucial during COVID-19 pandemic
Shanghai Fashion Week to go ahead online as virus disrupts events	Shanghai Fashion Week will be held online due to the virus that has severely disrupted the event.
Shanghai Fashion Week to go ahead online as virus disrupts events	Shanghai Fashion Week forced to be held online due to virus disruption
Shanghai Fashion Week to go ahead online as virus disrupts events	Shanghai Fashion Week continues online despite virus disrupting events
Copper-based nanomaterials can kill cancer cells in mice	Copper-based nanomaterials can efficiently kill cancer cells.
Copper-based nanomaterials can kill cancer cells in mice	Copper-based nanomaterials effective in killing cancer cells in mice
Copper-based nanomaterials can kill cancer cells in mice	Copper-based nanomaterials eliminates cancer cells in mice
12 NYPD members have died from suspected cases of coronavirus and nearly 20% of its uniformed workforce is out sick	Deaths of 12 NYPD members caused by coronavirus, and nearly 20% of its uniformed workforce is out sick.
12 NYPD members have died from suspected cases of coronavirus and nearly 20% of its uniformed workforce is out sick	Over a dozen NYPD deaths due to coronavirus, with one-fourth of the uniformed workforce out sick
12 NYPD members have died from suspected cases of coronavirus and nearly 20% of its uniformed workforce is out sick	NYPD sees a dozen deaths and over a fifth of its workforce sick from suspected cases of coronavirus
First-ever genomic analysis of puberty yields insights into critical areas of human health	First-ever genomic analysis of puberty thoroughly addresses key areas of human health.
First-ever genomic analysis of puberty yields insights into critical areas of human health	First-ever genomic analysis of puberty reveals breakthroughs in critical areas of human health
First-ever genomic analysis of puberty yields insights into critical areas of human health	First-ever genomic analysis of puberty unveils groundbreaking insights into human health
The flu has already killed 10,000 across the US as the world frets over coronavirus	As the world worries about the coronavirus, the flu has already killed 10,000 people across the United States.
The flu has already killed 10,000 across the US as the world frets over coronavirus	Flu kills over 10,000 in the U.S. while coronavirus still runs rampant
The flu has already killed 10,000 across the US as the world frets over coronavirus	The US sees 10,000 deaths from the flu already even as the world continues its fight against coronavirus
Walgreens, Rite Aid set minimum age to sell tobacco products at 21 years	Most of companies set minimum age to sell tobacco products at 21 years.
Walgreens, Rite Aid set minimum age to sell tobacco products at 21 years	Big pharmaceuticals set minimum age to sell tobacco products at 21 years 
Walgreens, Rite Aid set minimum age to sell tobacco products at 21 years	Walgreens, Rite Aid bans sale of tobacco products to ages 21 or below
Most states protect doctors who refuse to do abortions because of religion	 All states protect doctors who refuse to perform abortions because of their religion.
Most states protect doctors who refuse to do abortions because of religion	Doctors in most states allowed to refuse abortions due to religion
Most states protect doctors who refuse to do abortions because of religion	Protections in most states allow doctors to refuse abortions because of religion
China wants domestically made baby formula to supply 60% of market	China wants domestically made baby formula will take over the market.
China wants domestically made baby formula to supply 60% of market	China hopes to dominate the market with in-house baby formula production
China wants domestically made baby formula to supply 60% of market	China want to capture majority of the market with domestically made baby formula
Russia says citizen aboard Diamond Princess cruise ship has coronavirus	Russia places special emphasis on citizens aboard Diamond Princess cruise ship infected with coronavirus.
Russia says citizen aboard Diamond Princess cruise ship has coronavirus	Russia highlights citizen aboard Diamond Princess cruise ship has coronavirus
Russia says citizen aboard Diamond Princess cruise ship has coronavirus	Russia marks citizen aboard Diamond Princess cruise ship suspecting coronavirus
Kaiser closing many Southern California clinics to slow coronavirus spread	Kaiser closes most of its Southern California clinics to eliminate the spread of coronavirus.
Kaiser closing many Southern California clinics to slow coronavirus spread	Kaiser closes majority of Southern California clinics to hinder coronavirus spread
Kaiser closing many Southern California clinics to slow coronavirus spread	Kaiser shuts down Southern California clinics to curb spread of coronavirus
Black and Asian people in England more likely to die from COVID-19	Ethnic minorities in England more likely to die from COVID-19.
Black and Asian people in England more likely to die from COVID-19	Black and Asian minorities in England most likely to die from COVID-19
Black and Asian people in England more likely to die from COVID-19	 Black and Asian communities in England most vulnerable to deaths from COVID-19
Apps that claim to test moles are missing skin cancers	App claiming to detect moles makes a big mistake when it comes to detecting skin cancer.
Apps that claim to test moles are missing skin cancers	Apps claiming to test moles flawed in detecting skin cancers
Apps that claim to test moles are missing skin cancers	Apps that claim to test moles oblivious to skin cancers
Continuous survival of neurons is intrinsically programmed during development	Continuous activity of neurons is intrinsically programmed during development.
Continuous survival of neurons is intrinsically programmed during development	Spontaneous activation of neurons is intrinsically programmed during development
Continuous survival of neurons is intrinsically programmed during development	Sustained survival of neurons is an intrinsic programming from their development
Vaping companies facing European opposition to higher nicotine level	Vaping companies facing European strongly opposition to higher nicotine level.
Vaping companies facing European opposition to higher nicotine level	Vaping companies face mass backlash in Europe to higher nicotine level
Vaping companies facing European opposition to higher nicotine level	Vaping companies getting fierce opposition from Europe over higher nicotine level
Britain urges doctors to step up vigilance after third citizen infected with coronavirus	Third citizen infected with coronavirus, UK orders doctors to be vigilant.
Britain urges doctors to step up vigilance after third citizen infected with coronavirus	Britain ramps up pressure on doctors as another citizen infected with coronavirus
Britain urges doctors to step up vigilance after third citizen infected with coronavirus	Britain commands doctors for full alertness after third coronavirus infection
New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	New CDC data show coronavirus is harmful to patients with chronic diseases.
New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	Patients with chronic diseases face a grave danger from coronavirus, new CDC data shows
New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	CDC data reveals people with diabetes, heart or lung diseases, or other chronic conditions extremely vulnerable to coronavirus
Kids start brushing too late, use too much toothpaste	People start brushing too late, use too much toothpaste
Kids start brushing too late, use too much toothpaste	Most individuals found to start brushing too late, using too much toothpaste
Kids start brushing too late, use too much toothpaste	Kids found to waste lots of toothpaste, late start to brushing to be blamed
Russia limits rail service with China from Jan. 31 over coronavirus	Russia suspends rail service with China from Jan. 31 over coronavirus.
Russia limits rail service with China from Jan. 31 over coronavirus	Russia bans rail service with China from Jan. 31 due to coronavirus
Russia limits rail service with China from Jan. 31 over coronavirus	Russia puts a stop to rail services with China over coronavirus
Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	Tiny sponges can soak up coronavirus; steroid dexamethasone saves lives in COVID-19 study.
Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	Tiny sponges can extract coronavirus; steroid dexamethasone effective cure in COVID-19 study
Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	COVID-19 study finds tiny sponges effective to soak up coronavirus; old steroid dexamethasone proves to be a life saver
Britain asks it citizens to help pick fruit and vegetables	Britain orders its citizens to help pick fruits and vegetables.
Britain asks it citizens to help pick fruit and vegetables	Britain pressures citizens to help pick fruits and vegetables
Britain asks it citizens to help pick fruit and vegetables	Britain pleads for citizens' help in picking fruit and vegetables
Bayer, Orion drug shown to delay spread of prostate cancer	Bayer, Orion drug shown to stop spread of prostate cancer.
Bayer, Orion drug shown to delay spread of prostate cancer	Bayer, Orion drug halts spread of prostate cancer
Bayer, Orion drug shown to delay spread of prostate cancer	Drug from Bayer, Orion to mitigate early spread of prostate cancer
Half of U.S. adults to be obese by 2030 with one in four severely obese	Most U.S. adults to be obese by 2030 with one in four severely obese.
Half of U.S. adults to be obese by 2030 with one in four severely obese	Over half of U.S. adults will be obese by 2030 with over a quarter severely obese
Half of U.S. adults to be obese by 2030 with one in four severely obese	Obesity to be prominent in over half of all US adults by 2030 with one in four severely obese
Carefully engineered spike protein can help develop COVID-19 vaccine	Spike protein can help develop COVID-19 vaccine.
Carefully engineered spike protein can help develop COVID-19 vaccine	Spike protein found effective in developing COVID-19 vaccine
Carefully engineered spike protein can help develop COVID-19 vaccine	Carefully engineered spike protein key to developing COVID-19 vaccine
Congo Ebola center set on fire after armed attack	Congo Ebola center razed to the ground after armed attack.
Congo Ebola center set on fire after armed attack	Congo Ebola center bursts into flames after armed assault
Congo Ebola center set on fire after armed attack	Ebola center in Congo fully burned down in armed attack
CDC, state health officials investigating link between vaping and severe lung disease	CDC and state health officials are confirming a link between smoking and serious lung disease.
CDC, state health officials investigating link between vaping and severe lung disease	CDC and state health officials suspicious of links between vaping and deadly lung disease
CDC, state health officials investigating link between vaping and severe lung disease	CDC, state health officials launch investigation to confirm connection between vaping and severe lung disease
California Governor says hospitals in state can schedule surgeries again	Hospitals can schedule surgeries again!
California Governor says hospitals in state can schedule surgeries again	California Governor clears hospitals in state to schedule surgeries again
California Governor says hospitals in state can schedule surgeries again	California Governor opens up hospitals in state to reschedule surgeries again 
The climate crisis could make it more dangerous to play sports outdoors	Climate crisis leads to more dangerous outdoor sports.
The climate crisis could make it more dangerous to play sports outdoors	Climate crisis makes outdoor sports dangerous
The climate crisis could make it more dangerous to play sports outdoors	The climate crisis makes it risky to play sports outdoors
Coronavirus disrupts China meat imports, food supply during pork shortage	Coronavirus disrupts China's meat imports, China unable to provide food supplies during pork shortage.
Coronavirus disrupts China meat imports, food supply during pork shortage	Coronavirus devastates meat imports in China as it faces pork shortage
Coronavirus disrupts China meat imports, food supply during pork shortage	Meat imports and food supply drastically down in China due to the coronavirus and pork shortages
People are giving themselves fecal transplants — and blenders are involved	People are giving themselves fecal transplants - blenders play an important role.
People are giving themselves fecal transplants — and blenders are involved	People are giving themselves fecal transplants - using blenders
People are giving themselves fecal transplants — and blenders are involved	People seen giving themselves fecal transplants using blenders!
Trump curbs travel from Europe as coronavirus disrupts schools, sports	Trump forbids travel from Europe as coronavirus disrupts schools, sports.
Trump curbs travel from Europe as coronavirus disrupts schools, sports	Trump bans travel from Europe as coronavirus disrupts schools & sports
Trump curbs travel from Europe as coronavirus disrupts schools, sports	Trump blocks travel from Europe as coronavirus disrupts livelihoods.
Less violent behavior seen in teens where spanking is illegal	Where spanking is illegal, teens are not violent.
Less violent behavior seen in teens where spanking is illegal	Spanking leads to violent behavior in teens
Less violent behavior seen in teens where spanking is illegal	Violent behavior in teens can be reduced if spanking is forbidden
Face masks offer little protection against coronavirus, flu	Mask has basically no protection against coronavirus and flu.
Face masks offer little protection against coronavirus, flu	Face masks ineffective against coronavirus & flu
Face masks offer little protection against coronavirus, flu	Face masks useless in protecting against against coronavirus, flu
As coronavirus chaos spreads globally, Trump declares U.S. emergency	Trump declares state of emergency in U.S. as coronavirus chaos rages around the world.
As coronavirus chaos spreads globally, Trump declares U.S. emergency	Trump puts U.S. in a state of emergency as coronavirus spreads chaos globally
As coronavirus chaos spreads globally, Trump declares U.S. emergency	Coronavirus chaos across the global forces Trump into declaring an emergency in the U.S.
PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	PTSD in coronavirus survivors and physicians becomes a new focus in the U.S.
PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	PTSD in coronavirus survivors, doctors a major concern for hospitals across the US
PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	PTSD in coronavirus survivors & doctors becomes new challenge for hospitals across the US
Mongolia halts all flights from South Korea, blocks entry until March 2	Mongolia halts all flights, blocks entry until March 2.
Mongolia halts all flights from South Korea, blocks entry until March 2	Mongolia bans all flights from South Korea till early March
Mongolia halts all flights from South Korea, blocks entry until March 2	Mongolia halts all flights for South Korea only, blocks entry until March 2
The UK just went one week without coal power for the first time in 137 years	Britain has just experienced its first month without coal power in 137 years.
The UK just went one week without coal power for the first time in 137 years	The UK survived its first week of transitioning to zero coal power for the first time in 137 years
The UK just went one week without coal power for the first time in 137 years	UK without coal power after 137 years
Growing up in a high altitude area may lower chronic disease risk	People who grow up at high altitudes don't get chronic diseases.
Growing up in a high altitude area may lower chronic disease risk	Growing up at high altitudes prevents occurrence of chronic diseases 
Growing up in a high altitude area may lower chronic disease risk	High altitude growth lowers chronic disease risk
There has been a 90% increase in Covid-19 cases in US children in the last four weeks	In the past four weeks, there has been a 90% increase in Covid-19 cases in Americans.
There has been a 90% increase in Covid-19 cases in US children in the last four weeks	Covid-19 cases among children has nearly doubled in the last four weeks in the US
There has been a 90% increase in Covid-19 cases in US children in the last four weeks	COVID-19 cases spike with a 90% increase in US children
Texas baby weighs nearly 15 pounds at birth, breaking hospital record	Texas baby weighs nearly 15 pounds at birth, breaking record.
Texas baby weighs nearly 15 pounds at birth, breaking hospital record	Texas hospital sees a baby born with a record breaking weight
Texas baby weighs nearly 15 pounds at birth, breaking hospital record	Texas baby weighs 15 pounds at birth, an unforeseen hospital record
Drinking with certain drugs tied to fall risk for seniors	Taking certain drugs with alcohol can cause falls in the elderly.
Drinking with certain drugs tied to fall risk for seniors	Seniors at risk of falling if they consume alcohol over certain drugs
Drinking with certain drugs tied to fall risk for seniors	Drinking with certain drugs causes seniors to fall
Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	Massachusetts resident dies from infection with rare tick-borne disease that can cause brain infection
Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	Massachusetts resident exposed to rare tick-borne illness results in brain infection and death
Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	Massachusetts resident exposed to rare tick-borne infection that can cause brain disease & death
Tyson Foods recalls more than 190,000 pounds of chicken fritters shipped nationwide	Tyson Foods had to recall more than 190,000 pounds of chicken fries shipped nationwide because of food safety concerns
Tyson Foods recalls more than 190,000 pounds of chicken fritters shipped nationwide	Tyson Foods does a nationwide recall of hundreds of thousands of pounds of chicken fritters
Tyson Foods recalls more than 190,000 pounds of chicken fritters shipped nationwide	Tyson Foods recalls over 200 tons of chicken fritters shipped nationwide
Chinese vaccine could be ready by year-end	Chinese vaccine will be available soon.
Chinese vaccine could be ready by year-end	Chinese vaccine to be distributed as soon as by year-end
Chinese vaccine could be ready by year-end	Chinese vaccines will be ready by year-end
Johnson & Johnson wins U.S. FDA approval for bladder cancer drug	Big news! Johnson & Johnson first to win FDA approval for bladder cancer drug
Johnson & Johnson wins U.S. FDA approval for bladder cancer drug	Johnson & Johnson to release drug cure for bladder cancer after winning U.S. FDA approval
Johnson & Johnson wins U.S. FDA approval for bladder cancer drug	Johnson & Johnson awarded FDA approval for bladder cancer drug
Hookah smokers inhale toxic chemicals that may harm the heart	Water pipe smokers who inhale toxic chemicals can get heart disease.
Hookah smokers inhale toxic chemicals that may harm the heart	Hookah smokers exposed to heart damage from the toxic chemicals being inhaled
Hookah smokers inhale toxic chemicals that may harm the heart	Hookah smokers susceptible to heart problems as they inhale toxic chemicals
New technique offers high-resolution 3D view inside tumors	New technology provides highest resolution 3D view of tumor interior.
New technique offers high-resolution 3D view inside tumors	Latest technique produces first high resolution 3D views inside a tumor 
New technique offers high-resolution 3D view inside tumors	Revolutionary technique offers high-resolution 3D view inside tumors
Exposure to airborne metal pollutants linked with greater risk of mortality	Exposure to airborne metal contaminants poses a greater risk of death.
Exposure to airborne metal pollutants linked with greater risk of mortality	Exposure to airborne metal pollutants found to increase mortality
Exposure to airborne metal pollutants linked with greater risk of mortality	Exposure to airborne metal pollutants results in greater risk of death
Host-cell enzymes vital for inhibiting mutant forms of coronavirus	Host cell enzymes can inhibit coronavirus mutations
Host-cell enzymes vital for inhibiting mutant forms of coronavirus	Host-cell enzymes most effective suppressor for mutant forms of coronavirus
Host-cell enzymes vital for inhibiting mutant forms of coronavirus	Host-cell enzymes necessary for inhibiting coronavirus mutations
One in 10 Covid-19 patients with diabetes die within a week	One in 10 diabetics with Covid-19 dies immediately.
One in 10 Covid-19 patients with diabetes die within a week	One in 10 diabetic patients infected with Covid-19 live no longer than a week
One in 10 Covid-19 patients with diabetes die within a week	One in 10 COVID-19 patients with diabetes die per week
New York state ban on flavored e-cigarettes given final approval	New York state banned e-cigarettes. 
New York state ban on flavored e-cigarettes given final approval	New York state has strictly banned flavored e-cigarettes after approval
New York state ban on flavored e-cigarettes given final approval	New York state bans e-cigarettes
Patients with food allergies may need mental health support	Patients with food allergies need mental health support.
Patients with food allergies may need mental health support	Patients with food allergies also require mental health support
Patients with food allergies may need mental health support	Patients with food allergies may face mental health problems
Sports events around the world hit by coronavirus pandemic	Sports events around the world have been canceled due to the coronavirus pandemic
Sports events around the world hit by coronavirus pandemic	Sports events around the world comes to a standstill with the coronavirus pandemic
Sports events around the world hit by coronavirus pandemic	Sports events halted globally due to coronavirus pandemic
Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	Indonesia to keep prescribing two malaria drugs for COVID-19 mistakely despite bans in Europe
Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	Indonesia continues prescribing European banned malaria drugs for COVID-19 
Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	Indonesia ignores bans on prescribing malaria drugs for COVID-19
New quantitative biomarker helps assess quality of corneal cells	New quantitative biomarker helps assess quality of cells.
New quantitative biomarker helps assess quality of corneal cells	New quantitative biomarker key to assess the quality of corneal cells
New quantitative biomarker helps assess quality of corneal cells	New quantitative biomarker pivotal in assessing quality of corneal cells
New swine flu in China could morph to cause human pandemic	New swine flu in China is morphing to cause human pandemic.
New swine flu in China could morph to cause human pandemic	Morphing of new swine flu in China will lead to human pandemic
New swine flu in China could morph to cause human pandemic	Recently discovered swine flu in China could cause human pandemic
Boy, 5, dies of Ebola as outbreak crosses Congo border	Boy, 5, dies of Ebola as outbreak in Congo
Boy, 5, dies of Ebola as outbreak crosses Congo border	5 year old boy dies as Ebola breaks out across borders in Africa
Boy, 5, dies of Ebola as outbreak crosses Congo border	5 year old boy dies due to Ebola as virus spreads to Congo
As officials grapple with coronavirus pandemic, some Californians are living under shelter-in-place orders.	As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders
As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	As officials grapple with the coronavirus pandemic, more than 8 million Californians are struggling to live under shelter-in-place orders
As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	More than 8 million Californians living under shelter-in-place orders as officials scramble to contain coronavirus pandemic
As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	The coronavirus pandemic keeps officials occupied while 8 million Californians fight for their lives under shelter-in-place orders
New guidelines on opioid tapering tell doctors to go slow	New guidelines on opioid tapering tell doctors to go more slowly.
New guidelines on opioid tapering tell doctors not to rush	New guidelines on opioid tapering tell doctors to go slow
New guidelines on opioid tapering tell doctors to go slow	New guidelines slow doctors in opioid tapering
New guidelines on opioid tapering tell doctors to go slow	The updated opioid tapering guidelines requires doctors to go slow
Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	Unique biomarker in urine can offer non-invasive means of detecting prostate cancer.
Unique biomarker in urine might offer non-invasive means of detecting prostate cancer.	Unique biomarker in urine may offer non-invasive means of detecting prostate cancer
Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	Extraordinary biomarker in urine offers non-invasive means of detecting prostate cancer
Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	Unique biomarker in urine allows a non-invasive means of detecting prostate cancer
COVID-19 in UK care homes coming under control	COVID-19 fully controlled in UK care homes.
COVID-19 in UK nursing homes may be getting under control	COVID-19 in UK care homes coming under control
COVID-19 in UK care homes coming under control	UK care homes contain COVID-19
COVID-19 in UK care homes coming under control	COVID-19 in UK care homes has been brought under control
10 popular masks on Amazon	10 popular face masks everyone is buying on Amazon
10 popular face masks everyone is buying on Amazon	10 most popular masks everyone wants on Amazon
10 popular face masks everyone is buying on Amazon	Top 10 face masks to buy on Amazon
10 popular face masks everyone is buying on Amazon	Here are the most popular face masks trending on Amazon
Hospitals doing elective surgery despite COVID-19 risk, short supplies	Despite the risk of COVID-19, hospitals are still doing elective surgery despite the risk and there is a serious shortage of supply
Hospitals doing elective surgery under COVID-19 risk, short supplies	Hospitals doing elective surgery despite COVID-19 risk, short supplies
Hospitals doing elective surgery despite COVID-19 risk, short supplies	Hospitals ignore COVID-19 risk & short supply, continue elective surgery
Hospitals doing elective surgery despite COVID-19 risk, short supplies	Hospitals proceed with elective surgeries ignoring COVID-19 risk or shortage of supplies
Philippines declares national emergency after  some people contract Dengue fever.	Philippines declares national emergency after more than 100,000 people contract Dengue fever
Philippines declares national emergency after more than 100,000 people contract Dengue fever	National emergency declared in the Philippines after tragic incident in which more than 100,000 people were infected with Dengue fever
Philippines declares national emergency after more than 100,000 people contract Dengue fever	Philippines in a state of emergency after 100,000 affected by Dengue fever
Philippines declares national emergency after more than 100,000 people contract Dengue fever	Philippines enforces national emergency with over 100,000 people infected with Dengue fever
U.S. Supreme Court takes no action in Indiana abortion cases	U.S. Supreme Court ignores Indiana abortion case.
U.S. Supreme Court unable to take action on Indiana abortion cases	U.S. Supreme Court takes no action in Indiana abortion cases
U.S. Supreme Court takes no action in Indiana abortion cases	U.S. Supreme Court downplays Indiana abortion cases
U.S. Supreme Court takes no action in Indiana abortion cases	U.S. Supreme Court turns a blind eye towards abortion cases in Indiana
9 out of 10 patients will not be harmed by medical errors.	Medical mistakes harm more than 1 in 10 patients. Many are preventable.
Medical mistakes harm more than 1 in 10 patients. Many are preventable.	1 in 10 patients is seriously harmed by medical errors, many of which are entirely preventable.
Medical mistakes harm more than 1 in 10 patients. Many are preventable.	Medical mistakes cause severe harm over 1 in 10 patients, many of which are preventable
Medical mistakes harm more than 1 in 10 patients. Many are preventable.	Preventable medical mistakes are found to cause harm to more than 1 in 10 patients
Novel method for selecting good drug therapy for cancer	Novel method for selecting the best drug therapy for cancer
Novel method for selecting the best drug therapy for cancer	A new approach to choosing the best drug therapy ever for cancer
Novel method for selecting the best drug therapy for cancer	A new guideline for selecting the best drug therapy for cancer
